id,reference,date,repository,filename,comment,score,value,comment_cleaned,sentiment
5a933925b8a9f9639f176cd6,r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,framework/Protectable.java, A Protectable<em> can be run and can throw a Throwable. see TestResult,4.0,1,Protectable run throw Throwable see TestResult Protectable can be run and can throw a Throwable see TestResult,0
5a933925b8a9f9639f176cd7,r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,extensions/ActiveTestSuite.java, inlined due to limitation in VAJavaActiveTestSuite.super.runTest(test result,2.0,1,inlined due limitation VAJavaActiveTestSuitesuperrunTest test result inlined due to limitation in VAJavaActiveTestSuitesuperrunTest test result,0
5a933925b8a9f9639f176cd8,r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,swingui/TestRunner.java, fails the first time,2.5,1,fails first time fails the first time,0
5a933925b8a9f9639f176cd9,r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,extensions/TestDecorator.java, A Decorator for Tests. Use TestDecorator as the base class for defining new test decorators. Test decorator subclasses can be introduced to add behaviour before or after a test is run.,4.0,1,Decorator Tests Use TestDecorator base class defining new test decorators Test decorator subclasses introduced add behaviour test run Decorator for Tests Use TestDecorator a the base class for defining new test decorator Test decorator subclass can be introduced to add behaviour before or after a test is run,0
5a933925b8a9f9639f176cda,r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,framework/TestSuite.java, Returns a test which will fail and log a warning message.,5.5,1,Returns test fail log warning message Returns a test which will fail and log a warning message,-1
5a933925b8a9f9639f176cdb,r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,tests/framework/AssertTest.java, We have to throw the exception manually .,5.2,1,We throw exception manually We have to throw the exception manually,0
5a933925b8a9f9639f176cdc,r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,swingui/TestTreeModel.java, Tests whether a test was an error,3.0,1,Tests whether test error Tests whether a test wa an error,0
5a933925b8a9f9639f176cdd,r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,runner/TestSuiteLoader.java, An interface to define how a test suite should be loaded.,5.0,1,An interface define test suite loaded An interface to define how a test suite should be loaded,0
5a933925b8a9f9639f176cde,r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,textui/TestRunner.java, Runs a single test and collects its results. This method can be used to start a test run from your program. <pre> public static void main (String[] args test.textui.TestRunner.run(suite( } <pre>,4.0,1,Runs single test collects results This method used start test run program public static void main String args testtextuiTestRunnerrun suite Runs a single test and collect it result This method can be used to start a test run from your program public static void main String args testtextuiTestRunnerrun suite,0
5a933925b8a9f9639f176cdf,r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,framework/TestCase.java, A test case defines the fixture to run multiple tests. To define a test case<br> 1 implement a subclass of TestCase<br> 2 define instance variables that store the state of the fixture<br> 3 initialize the fixture state by overriding <code>setUp<code><br> 4 cleanup after a test by overriding <code>tearDown<code>.<br> Each test runs in its own fixture so there can be no side effects among test runs. Here is an example <pre> public class MathTest extends TestCase protected double fValue1 protected double fValue2 protected void setUp( fValue1= 2.0 fValue2= 3.0 } } <pre> For each test implement a method which interacts with the fixture. Verify the expected results with assertions specified by calling <code>assertTrue<code> with a boolean. <pre> public void testAdd( double result= fValue1 + fValue2 assertTrue(result == 5.0 } <pre> Once the methods are defined you can run them. The framework supports both a static type safe and more dynamic way to run a test. In the static way you override the runTest method and define the method to be invoked. A convenient way to do so is with an anonymous inner class. <pre> TestCase test= new MathTest(add public void runTest( testAdd( } } test.run( <pre> The dynamic way uses reflection to implement <code>runTest<code>. It dynamically finds and invokes a method. In this case the name of the test case has to correspond to the test method to be run. <pre> TestCase test= new MathTest(testAdd test.run( <pre> The tests to be run can be collected into a TestSuite. JUnit provides different <i>test runners<i> which can run a test suite and collect the results. A test runner either expects a static method <code>suite<code> as the entry point to get a test to run or it will extract the suite automatically. <pre> public static Test suite( suite.addTest(new MathTest(testAdd suite.addTest(new MathTest(testDivideByZero return suite } <pre> see TestResult see TestSuite,8.0,1,test case defines fixture run multiple tests To define test case 1 implement subclass TestCase 2 define instance variables store state fixture 3 initialize fixture state overriding setUp 4 cleanup test overriding tearDown Each test runs fixture side effects among test runs Here example public class MathTest extends TestCase protected double fValue1 protected double fValue2 protected void setUp fValue1= 20 fValue2= 30 For test implement method interacts fixture Verify expected results assertions specified calling assertTrue boolean testAdd double result= fValue1 + fValue2 assertTrue result == 50 Once methods defined run The framework supports static type safe dynamic way run test In static way override runTest method define method invoked convenient way anonymous inner class TestCase test= new MathTest add runTest testAdd testrun The dynamic way uses reflection implement runTest It dynamically finds invokes method In case name test case correspond test method run TestCase test= new MathTest testAdd testrun The tests run collected TestSuite JUnit provides different test runners run test suite collect results test runner either expects static method suite entry point get test run extract suite automatically public static Test suite suiteaddTest new MathTest testAdd suiteaddTest new MathTest testDivideByZero return suite see TestResult see TestSuite test case defines the fixture to run multiple test To define a test case 1 implement a subclass of TestCase 2 define instance variable that store the state of the fixture 3 initialize the fixture state by overriding setUp 4 cleanup after a test by overriding tearDown Each test run in it own fixture so there can be no side effect among test run Here is an example public class MathTest extends TestCase protected double fValue1 protected double fValue2 protected void setUp fValue1= 20 fValue2= 30 For each test implement a method which interacts with the fixture Verify the expected result with assertion specified by calling assertTrue with a boolean testAdd double result= fValue1 + fValue2 assertTrue result == 50 Once the method are defined you can run them The framework support both a static type safe and more dynamic way to run a test In the static way you override the runTest method and define the method to be invoked convenient way to do so is with an anonymous inner class TestCase test= new MathTest add runTest testAdd testrun The dynamic way us reflection to implement runTest It dynamically find and invokes a method In this case the name of the test case ha to correspond to the test method to be run TestCase test= new MathTest testAdd testrun The test to be run can be collected into a TestSuite JUnit provides different test runner which can run a test suite and collect the result test runner either expects a static method suite a the entry point to get a test to run or it will extract the suite automatically public static Test suite suiteaddTest new MathTest testAdd suiteaddTest new MathTest testDivideByZero return suite see TestResult see TestSuite,0
